order_item_id,order_id,product_id,quantity,unit_price,total_price,discount
140,39,119,3,314.04,942.12,0.0
141,39,292,1,98.38,87.21,11.17
142,39,78,2,394.97,789.94,0.0
143,39,134,5,15.32,75.0,1.6
144,39,232,2,171.07,342.14,0.0
145,39,210,5,378.11,1890.55,0.0
146,39,333,1,441.48,441.48,0.0
147,40,211,1,335.55,335.55,0.0
148,40,6,5,148.25,741.25,0.0
149,40,141,5,454.98,2193.45,81.45
150,40,23,3,130.35,391.05,0.0
151,41,82,1,261.89,261.89,0.0
152,41,28,2,263.78,498.8,28.76
153,41,161,2,56.31,112.62,0.0
154,41,63,3,11.26,33.78,0.0
155,42,154,5,201.24,1006.2,0.0
156,42,211,5,335.55,1677.75,0.0
157,42,266,1,197.47,197.47,0.0
158,43,104,5,291.89,1459.45,0.0
159,43,144,1,281.19,281.19,0.0
160,43,191,2,239.5,479.0,0.0
161,43,6,2,148.25,296.5,0.0
162,44,280,3,228.74,686.22,0.0
163,44,220,5,489.47,2447.35,0.0
164,44,5,4,150.12,600.48,0.0
165,44,279,5,164.44,811.42,10.78
166,44,217,4,41.15,164.6,0.0
167,44,117,1,114.67,114.67,0.0
168,44,229,1,338.47,338.47,0.0
169,45,274,3,137.61,412.83,0.0
170,45,225,3,474.52,1390.41,33.15
171,45,111,4,469.83,1849.46,29.86
172,45,110,2,188.65,377.3,0.0
173,46,322,2,330.15,660.3,0.0
174,46,92,3,239.12,717.36,0.0
175,47,167,5,487.35,2436.75,0.0
176,47,57,3,230.08,690.24,0.0
177,47,142,3,46.74,140.22,0.0
178,47,315,1,103.08,103.08,0.0
179,47,110,3,188.65,565.95,0.0
180,47,25,5,360.61,1803.05,0.0
181,47,111,1,469.83,469.83,0.0
182,47,23,3,248.62,745.86,0.0
183,48,75,5,228.0,1140.0,0.0
184,48,145,4,458.79,1835.16,0.0
185,48,67,1,474.29,474.29,0.0
186,48,167,4,230.12,920.48,0.0
187,48,152,4,437.14,1748.56,0.0
188,48,35,5,382.51,1912.55,0.0
189,48,55,5,220.74,1103.7,0.0
190,48,82,5,261.89,1266.59,42.86
191,49,188,1,204.61,204.61,0.0
192,49,210,5,378.11,1890.55,0.0
193,49,5,4,150.12,600.48,0.0
194,50,160,5,26.55,132.75,0.0
195,50,20,4,363.06,1452.24,0.0
196,50,2,5,352.15,1760.75,0.0
197,50,249,5,280.71,1403.55,0.0
198,50,261,3,198.61,595.83,0.0
199,51,90,-3,292.06,-876.18,0.0
200,51,148,1,55.06,43.93,11.13
201,51,291,2,278.93,557.86,0.0
202,52,114,4,407.46,1629.84,0.0
203,52,87,2,206.96,413.92,0.0
204,52,110,2,188.65,377.3,0.0
205,53,98,1,306.7,306.7,0.0
206,53,243,5,283.94,1419.7,0.0
207,54,187,2,441.76,883.52,0.0
208,54,310,1,426.2,426.2,0.0
209,55,272,5,250.01,1250.05,0.0
210,55,283,4,395.21,1580.84,0.0
211,55,298,3,308.09,837.25,87.02
212,55,65,3,66.67,200.01,0.0
213,55,250,5,11.11,55.55,0.0
214,56,193,4,168.96,675.84,0.0
215,56,223,2,124.84,249.68,0.0
216,56,321,3,19.51,52.81,5.72
217,56,340,3,187.85,508.98,54.57
218,56,276,4,178.56,679.49,34.75
219,56,244,4,284.16,1136.64,0.0
220,56,302,3,26.8,80.4,0.0
221,56,188,2,204.61,409.22,0.0
222,57,212,3,309.24,927.72,0.0
223,57,59,2,23.18,46.36,0.0
224,57,185,3,407.67,1153.19,69.82
225,57,140,5,42.98,214.9,0.0
226,57,26,1,241.01,241.01,0.0
227,58,13,5,322.28,1611.4,0.0
228,59,80,2,204.24,408.48,0.0
229,59,153,5,84.35,421.75,0.0
230,59,244,4,284.16,1136.64,0.0
231,59,248,4,155.95,589.32,34.48
232,59,156,5,385.84,1929.2,0.0
233,59,5,5,150.12,750.6,0.0
234,59,337,2,152.21,304.42,0.0
235,59,80,2,204.24,408.48,0.0
236,60,204,5,241.34,1206.7,0.0
237,60,302,3,26.8,80.4,0.0
238,60,274,5,137.61,688.05,0.0
239,61,243,3,283.94,851.82,0.0
240,61,48,5,78.05,390.25,0.0
241,61,328,-3,355.06,-1106.52,41.34
242,61,96,4,489.28,1836.8,120.32
243,61,208,1,369.63,369.63,0.0
244,61,309,2,52.31,104.62,0.0
245,62,225,2,474.52,949.04,0.0
246,62,13,3,322.28,919.52,47.32
247,62,54,1,241.1,241.1,0.0
248,62,76,2,473.02,863.12,82.92
249,62,25,5,360.61,1707.84,95.21
250,62,171,3,261.28,783.84,0.0
251,63,123,2,65.5,131.0,0.0
252,63,238,3,10.87,32.61,0.0
253,63,253,1,169.45,169.45,0.0
254,63,28,5,263.78,1318.9,0.0
255,63,29,4,231.33,925.32,0.0
256,63,284,5,5.33,26.65,0.0
257,64,97,4,32.78,131.12,0.0
258,64,155,1,396.73,290.45,106.28
259,64,29,2,231.33,462.66,0.0
260,64,46,2,170.92,341.84,0.0
261,65,191,5,239.5,1145.98,51.52
262,65,19,5,118.33,591.65,0.0
263,65,140,1,42.98,42.98,0.0
264,65,26,1,241.01,241.01,0.0
265,65,321,4,19.51,78.04,0.0
266,65,66,2,426.22,852.44,0.0
267,66,262,4,62.45,249.8,0.0
268,67,99,2,9.65,19.3,0.0
269,67,305,1,8.94,8.94,0.0
270,67,139,2,154.9,309.8,0.0
271,68,332,3,348.12,1044.36,0.0
272,68,117,2,114.67,229.34,0.0
273,68,11,4,257.22,1028.88,0.0
274,68,51,1,142.27,127.7,14.57
275,68,259,4,385.63,1509.34,33.18
276,68,86,2,441.02,882.04,0.0
277,68,217,4,41.15,164.6,0.0
278,69,51,5,142.27,711.35,0.0
279,69,281,5,293.07,1465.35,0.0
280,69,146,2,323.53,647.06,0.0
281,69,123,4,65.5,262.0,0.0
282,69,72,2,434.89,869.78,0.0
283,69,149,2,452.19,904.38,0.0
284,69,29,3,231.33,693.99,0.0
285,69,207,3,426.27,1278.81,0.0
286,70,179,3,154.9,464.7,0.0
287,71,262,2,62.45,124.9,0.0
288,71,98,4,306.7,1226.8,0.0
289,71,134,5,15.32,76.6,0.0
290,71,73,4,470.83,1883.32,0.0
291,71,349,3,449.03,1347.09,0.0
292,72,159,3,333.86,929.36,72.22
293,73,101,4,289.53,1107.28,50.84
294,73,32,1,372.5,306.58,65.92
295,73,328,3,355.06,1065.18,0.0
296,73,305,1,8.94,8.94,0.0
297,73,169,3,121.82,365.46,0.0
298,73,10,4,75.72,302.88,0.0
299,73,95,5,360.77,1803.85,0.0
300,74,158,1,317.82,317.82,0.0
301,74,159,2,333.86,667.72,0.0
302,75,342,2,172.22,344.44,0.0
303,75,135,4,296.49,1185.96,0.0
304,75,295,4,101.68,406.72,0.0
305,75,106,3,483.42,1378.94,71.32
306,75,232,5,117.54,587.7,0.0
307,76,263,2,221.89,443.78,0.0
308,76,75,4,228.0,860.18,51.82
309,77,157,2,154.07,308.14,0.0
310,77,300,1,140.19,140.19,0.0
311,77,309,5,52.31,261.55,0.0
312,78,15,5,60.37,301.85,0.0
313,78,333,2,441.48,838.59,44.37
314,78,165,1,203.65,203.65,0.0
315,78,107,3,66.18,198.54,0.0
316,79,15,2,60.37,120.74,0.0
317,79,267,4,102.55,410.2,0.0
318,79,257,1,124.8,109.19,15.61
319,79,274,5,137.61,688.05,0.0
320,79,208,1,369.63,369.63,0.0
321,80,325,2,120.15,240.3,0.0
322,81,32,3,372.5,1117.5,0.0
323,81,192,5,422.09,2110.45,0.0
324,81,297,2,418.09,836.18,0.0
325,81,104,2,291.89,583.78,0.0
326,82,127,4,203.39,813.56,0.0
327,82,336,3,445.43,1336.29,0.0
328,82,32,5,372.5,1862.5,0.0
329,82,311,2,391.07,782.14,0.0
330,82,348,2,76.21,152.42,0.0
331,82,158,2,317.82,635.64,0.0
332,82,288,2,160.11,320.22,0.0
333,83,314,5,428.03,2140.15,0.0
334,83,223,2,307.65,587.96,27.34
335,83,209,2,47.94,95.88,0.0
336,83,16,3,489.1,1467.3,0.0
337,83,181,1,288.21,288.21,0.0
338,83,70,5,346.63,1670.01,63.14
339,83,19,5,118.33,591.65,0.0
340,83,130,-1,175.86,-175.86,0.0
341,84,124,2,256.17,512.34,0.0
342,84,45,1,110.78,110.78,0.0
343,84,82,3,261.89,785.67,0.0
344,84,36,2,391.16,782.32,0.0
345,84,130,3,175.86,527.58,0.0
346,85,67,5,474.29,2371.45,0.0
347,85,272,4,250.01,1000.04,0.0
348,85,106,1,483.42,483.42,0.0
349,85,106,1,483.42,483.42,0.0
350,86,49,2,128.35,256.7,0.0
351,86,144,1,281.19,281.19,0.0
352,86,307,4,5.72,22.88,0.0
353,87,2,2,367.81,735.62,0.0
354,88,345,2,197.11,394.22,0.0
355,88,27,4,204.87,819.48,0.0
356,88,47,5,307.58,1537.9,0.0
357,88,149,5,110.83,554.15,0.0
358,88,181,3,288.21,864.63,0.0
359,89,267,3,102.55,307.65,0.0
360,89,209,-2,47.94,-95.88,0.0
361,89,163,3,103.74,311.22,0.0
362,89,325,3,120.15,360.45,0.0
363,89,32,1,372.5,372.5,0.0
364,90,183,4,305.3,1221.2,0.0
365,90,293,4,40.15,153.06,7.54
366,91,65,3,497.8,1493.4,0.0
367,91,212,4,309.24,1236.96,0.0
368,91,302,3,26.8,80.4,0.0
369,91,163,5,103.74,518.7,0.0
370,91,183,5,305.3,1435.72,90.78
371,91,33,3,453.14,1359.42,0.0
372,91,335,5,471.21,2356.05,0.0
373,92,66,1,426.22,426.22,0.0
374,92,114,4,407.46,1629.84,0.0
375,92,341,2,47.43,94.86,0.0
376,93,247,2,387.22,774.44,0.0
377,93,295,-3,82.18,-270.09,23.55
378,94,114,5,407.46,2037.3,0.0
379,95,79,5,414.18,1975.04,95.86
380,95,343,2,401.22,802.44,0.0
381,95,146,3,323.53,970.59,0.0
382,95,233,2,432.72,865.44,0.0
383,95,159,3,333.86,1001.58,0.0
384,96,17,3,464.81,1394.43,0.0
385,96,245,3,53.35,160.05,0.0
386,96,50,2,408.43,816.86,0.0
387,96,163,3,103.74,311.22,0.0
388,97,171,2,261.28,522.56,0.0
389,98,94,4,237.4,949.6,0.0
390,99,2,1,235.79,235.79,0.0
391,99,154,1,201.24,201.24,0.0
392,99,239,4,459.43,1837.72,0.0
393,99,273,5,21.18,105.9,0.0
394,99,72,1,434.89,434.89,0.0
395,99,252,2,129.59,259.18,0.0
396,99,258,1,255.77,255.77,0.0
397,99,86,4,441.02,1764.08,0.0
398,100,176,3,41.51,124.53,0.0
399,100,193,3,168.96,506.88,0.0
400,100,245,5,53.35,266.75,0.0
401,101,95,3,360.77,1082.31,0.0
402,101,154,1,201.24,201.24,0.0
403,101,314,4,428.03,1712.12,0.0
404,101,221,3,127.52,382.56,0.0
405,102,47,4,307.58,1230.32,0.0
406,103,141,4,454.98,1819.92,0.0
407,103,103,4,379.01,1516.04,0.0
408,103,125,4,116.95,467.8,0.0
409,103,34,4,371.91,1487.64,0.0
410,103,2,4,6.8,27.2,0.0
411,104,169,4,121.82,487.28,0.0
412,104,255,3,191.15,573.45,0.0
413,104,338,3,412.83,1238.49,0.0
414,105,272,2,250.01,500.02,0.0
415,105,76,5,206.51,1032.55,0.0
416,105,328,2,355.06,710.12,0.0
417,105,83,1,169.99,169.99,0.0
418,106,99,2,9.65,19.3,0.0
419,106,100,4,481.2,1924.8,0.0
420,106,18,4,64.9,259.6,0.0
421,106,208,2,369.63,739.26,0.0
422,106,138,3,323.28,969.84,0.0
423,106,141,4,454.98,1819.92,0.0
424,106,69,2,277.44,525.71,29.17
425,106,332,1,348.12,348.12,0.0
426,107,151,2,492.3,984.6,0.0
427,107,60,2,406.31,812.62,0.0
428,107,320,2,274.54,549.08,0.0
429,107,126,2,415.58,831.16,0.0
430,108,153,5,84.35,421.75,0.0
431,108,250,1,11.11,11.11,0.0
432,108,130,2,175.86,351.72,0.0
433,108,150,4,307.24,1228.96,0.0
434,108,121,5,202.37,1011.85,0.0
435,108,252,3,129.59,388.77,0.0
436,108,14,1,421.63,361.82,59.81
437,108,347,5,440.67,2203.35,0.0
438,109,217,4,41.15,164.6,0.0
439,109,61,4,201.34,805.36,0.0
440,109,107,3,66.18,198.54,0.0
441,109,243,1,283.94,240.67,43.27
442,109,227,1,153.86,107.84,46.02
443,109,270,2,122.47,244.94,0.0
444,109,55,3,220.74,662.22,0.0
445,110,183,4,305.3,1221.2,0.0
446,110,55,1,220.74,155.32,65.42
447,110,125,1,116.95,116.95,0.0
448,110,215,4,223.71,850.51,44.33
449,110,219,1,482.25,482.25,0.0
450,110,48,2,78.05,156.1,0.0
451,110,33,3,453.14,1359.42,0.0
452,110,227,4,153.86,615.44,0.0
453,111,4,3,50.91,152.73,0.0
454,111,286,1,353.33,353.33,0.0
455,111,239,5,459.43,2297.15,0.0
456,112,340,5,187.85,939.25,0.0
457,112,266,5,197.47,987.35,0.0
458,112,87,4,206.96,827.84,0.0
459,112,81,4,50.21,200.84,0.0
460,113,164,5,146.62,733.1,0.0
461,113,221,2,127.52,255.04,0.0
462,114,293,5,40.15,200.75,0.0
463,114,95,5,360.77,1803.85,0.0
464,114,194,4,486.17,1944.68,0.0
465,115,327,5,471.25,2356.25,0.0
466,115,13,2,322.28,644.56,0.0
467,115,167,4,494.21,1976.84,0.0
468,115,318,3,442.29,1326.87,0.0
469,115,131,3,32.12,96.36,0.0
470,115,15,4,60.37,241.48,0.0
471,115,304,3,93.78,281.34,0.0
472,116,87,4,206.96,827.84,0.0
473,116,2,2,75.88,151.76,0.0
474,117,33,4,453.14,1812.56,0.0
475,117,22,2,431.53,863.06,0.0
476,117,170,3,382.73,1148.19,0.0
477,117,93,5,169.34,846.7,0.0
478,117,179,3,154.9,464.7,0.0
479,117,159,4,333.86,1335.44,0.0
480,117,169,5,121.82,609.1,0.0
481,118,207,5,426.27,2054.16,77.19
482,118,310,1,426.2,426.2,0.0
483,118,39,5,432.85,2164.25,0.0
484,118,279,3,164.44,493.32,0.0
485,118,114,1,407.46,407.46,0.0
486,118,20,3,363.06,1089.18,0.0
487,119,96,1,489.28,489.28,0.0
488,120,211,2,335.55,671.1,0.0
489,120,275,2,127.53,255.06,0.0
490,120,314,4,428.03,1712.12,0.0
491,120,25,1,360.61,360.61,0.0
492,120,308,5,486.42,2432.1,0.0
493,120,89,1,374.41,374.41,0.0
494,121,135,5,296.49,1482.45,0.0
495,121,219,3,482.25,1446.75,0.0
496,121,144,4,281.19,1124.76,0.0
497,122,337,4,152.21,608.84,0.0
498,122,333,5,441.48,2207.4,0.0
499,122,229,4,338.47,1353.88,0.0
500,122,135,4,296.49,1185.96,0.0
501,122,212,1,309.24,309.24,0.0
502,123,303,3,116.14,314.03,34.39
503,123,335,2,471.21,942.42,0.0
504,124,305,5,8.94,44.7,0.0
505,124,107,3,66.18,184.94,13.6
506,124,251,2,73.73,147.46,0.0
507,124,82,1,261.89,261.89,0.0
508,124,159,3,333.86,1001.58,0.0
509,125,163,1,103.74,103.74,0.0
510,125,233,3,432.72,1298.16,0.0
511,125,165,2,257.18,514.36,0.0
512,125,256,5,476.74,2383.7,0.0
513,125,192,4,422.09,1688.36,0.0
514,125,178,2,467.7,935.4,0.0
515,126,332,1,348.12,348.12,0.0
516,126,309,4,52.31,209.24,0.0
517,126,111,5,469.83,2349.15,0.0
518,126,111,3,469.83,1409.49,0.0
519,126,268,1,61.54,44.79,16.75
520,126,15,2,60.37,120.74,0.0
521,127,40,2,93.39,186.78,0.0
522,127,21,3,214.67,644.01,0.0
523,127,164,5,146.62,705.07,28.03
524,127,334,2,400.6,801.2,0.0
525,127,183,2,305.3,610.6,0.0
526,128,247,1,387.22,387.22,0.0
527,128,89,5,374.41,1872.05,0.0
528,128,350,3,122.36,367.08,0.0
529,128,127,2,203.39,406.78,0.0
530,128,123,2,65.5,131.0,0.0
531,128,177,4,295.95,1183.8,0.0
532,129,324,5,371.72,1858.6,0.0
533,129,162,1,490.51,384.25,106.26
534,130,54,3,241.1,723.3,0.0
535,130,73,3,470.83,1412.49,0.0
536,130,310,3,426.2,1278.6,0.0
537,130,240,1,232.2,232.2,0.0
538,130,68,5,150.65,753.25,0.0
539,130,338,2,412.83,825.66,0.0
540,131,318,3,442.29,1326.87,0.0
541,131,192,1,422.09,422.09,0.0
542,131,93,2,169.34,338.68,0.0
543,131,332,2,348.12,696.24,0.0
544,131,333,1,441.48,441.48,0.0
545,131,33,2,453.14,906.28,0.0
546,131,58,3,499.95,1499.85,0.0
547,131,79,3,414.18,1242.54,0.0
548,132,21,3,214.67,644.01,0.0
549,132,173,4,37.14,148.56,0.0
550,132,24,4,310.87,1217.8,25.68
551,132,14,1,421.63,392.33,29.3
552,132,145,2,458.79,867.04,50.54
553,132,321,2,19.51,39.02,0.0
554,132,40,4,93.39,373.56,0.0
555,132,220,1,489.47,489.47,0.0
556,133,135,5,296.49,1482.45,0.0
557,133,101,1,289.53,289.53,0.0
558,133,191,1,239.5,239.5,0.0
559,133,33,3,453.14,1359.42,0.0
560,134,200,2,405.65,811.3,0.0
561,134,82,-1,261.89,-261.89,0.0
562,134,23,3,15.68,47.04,0.0
563,134,199,5,471.04,2355.2,0.0
564,134,94,5,237.4,1118.63,68.37
565,135,116,2,67.75,135.5,0.0
566,135,287,4,175.07,658.85,41.43
567,135,323,1,298.3,298.3,0.0
568,136,333,4,441.48,1765.92,0.0
569,136,301,3,183.26,549.78,0.0
570,136,306,4,221.19,884.76,0.0
571,136,95,4,360.77,1443.08,0.0
572,136,219,2,482.25,964.5,0.0
573,137,297,3,418.09,1254.27,0.0
574,137,320,2,274.54,549.08,0.0
575,137,260,3,218.08,654.24,0.0
576,138,124,5,256.17,1261.58,19.27
577,138,220,4,489.47,1852.06,105.82
578,138,75,4,228.0,912.0,0.0
579,138,343,3,401.22,1203.66,0.0
580,139,289,3,307.11,921.33,0.0
581,139,236,1,29.01,29.01,0.0
582,139,36,3,391.16,1173.48,0.0
583,139,193,2,168.96,337.92,0.0
584,139,57,2,230.08,460.16,0.0
585,139,219,5,482.25,2364.89,46.36
586,139,206,2,9.59,19.18,0.0
587,140,133,2,14.28,28.56,0.0
588,140,316,5,102.89,514.45,0.0
589,140,232,1,77.08,77.08,0.0
590,140,166,3,275.01,825.03,0.0
591,140,249,4,280.71,1043.93,78.91
592,141,85,2,129.14,258.28,0.0
593,142,193,1,168.96,168.96,0.0
594,142,297,3,418.09,1254.27,0.0
595,142,125,1,116.95,116.95,0.0
596,142,101,5,289.53,1447.65,0.0
597,142,222,4,107.01,403.62,24.42
598,142,154,1,201.24,201.24,0.0
599,143,177,5,295.95,1407.51,72.24
600,143,67,1,474.29,474.29,0.0
601,143,245,4,53.35,213.4,0.0
602,143,141,4,454.98,1819.92,0.0
603,143,53,2,168.79,337.58,0.0
604,143,133,2,14.28,27.29,1.27
605,143,324,4,61.82,247.28,0.0
606,144,158,2,317.82,635.64,0.0
607,145,101,3,289.53,868.59,0.0
608,145,75,5,228.0,1140.0,0.0
609,146,129,4,338.61,1266.5,87.94
610,146,74,1,283.61,283.61,0.0
611,146,15,2,60.37,120.74,0.0
612,146,21,4,214.67,858.68,0.0
613,146,80,4,204.24,816.96,0.0
614,147,222,3,107.01,321.03,0.0
615,147,64,2,263.26,526.52,0.0
616,147,62,4,64.92,259.68,0.0
617,147,121,5,202.37,1011.85,0.0
618,147,186,2,192.6,385.2,0.0
619,147,124,2,256.17,512.34,0.0
620,147,184,5,124.66,614.49,8.81
621,148,194,3,486.17,1458.51,0.0
622,148,96,1,489.28,489.28,0.0
623,148,136,2,267.65,500.3,35.0
624,148,152,2,437.14,874.28,0.0
625,148,225,4,474.52,1898.08,0.0
626,148,29,1,231.33,231.33,0.0
627,148,7,3,108.71,326.13,0.0
628,148,269,1,160.03,145.69,14.34
629,149,189,3,383.38,1150.14,0.0
630,149,221,5,127.52,637.6,0.0
631,150,98,4,306.7,1226.8,0.0
632,150,95,4,360.77,1443.08,0.0
633,150,298,3,308.09,924.27,0.0
634,151,54,1,241.1,241.1,0.0
635,151,301,4,183.26,733.04,0.0
636,151,68,1,150.65,150.65,0.0
637,151,307,1,5.72,5.72,0.0
638,151,259,1,385.63,385.63,0.0
639,151,116,5,67.75,338.75,0.0
640,151,3,2,405.67,811.34,0.0
641,152,291,3,278.93,836.79,0.0
642,152,255,2,191.15,382.3,0.0
643,152,251,2,73.73,147.46,0.0
644,152,243,5,283.94,1419.7,0.0
645,153,150,2,307.24,614.48,0.0
646,153,126,3,415.58,1246.74,0.0
647,153,132,1,218.17,218.17,0.0
648,154,54,4,241.1,964.4,0.0
649,154,183,4,305.3,1221.2,0.0
650,154,346,1,212.7,212.7,0.0
651,154,333,2,441.48,882.96,0.0
652,154,149,3,457.39,1372.17,0.0
653,154,70,2,346.63,693.26,0.0
654,155,244,4,284.16,1136.64,0.0
655,155,99,2,9.65,19.3,0.0
656,155,89,2,374.41,748.82,0.0
657,156,305,4,8.94,35.76,0.0
658,156,229,4,338.47,1353.88,0.0
659,157,76,1,26.11,26.11,0.0
660,157,183,1,305.3,305.3,0.0
661,157,320,5,274.54,1372.7,0.0
662,157,223,3,469.3,1270.97,136.93
663,157,173,1,37.14,29.81,7.33
664,157,275,5,127.53,637.65,0.0
665,157,203,4,30.98,123.92,0.0
666,158,47,5,307.58,1537.9,0.0
667,158,290,5,74.31,371.55,0.0
668,158,325,3,120.15,360.45,0.0
669,158,269,3,160.03,480.09,0.0
670,159,239,5,459.43,2297.15,0.0
671,159,64,1,263.26,263.26,0.0
672,159,284,2,5.33,10.66,0.0
673,159,157,4,154.07,616.28,0.0
674,159,220,4,489.47,1957.88,0.0
675,159,37,3,462.62,1387.86,0.0
676,159,181,4,288.21,1069.69,83.15
677,159,173,5,37.14,185.7,0.0
678,160,144,2,281.19,562.38,0.0
679,160,180,1,422.05,422.05,0.0
680,160,268,1,61.54,45.25,16.29
681,161,71,2,183.64,367.28,0.0
682,161,86,4,441.02,1764.08,0.0
683,161,325,4,120.15,480.6,0.0
684,161,148,1,55.06,55.06,0.0
685,162,119,4,314.04,1256.16,0.0
686,162,314,2,428.03,756.36,99.7
